wavfile,ground_truth,ASR_recognition,wer,cer,sdr,sir,sar
sim_NM_amp_babble_pd06_h16_3,He broke a new shoelace that day.,broke a new shoe laces for that day.,0.5714285714285714,0.2727272727272727,[-21.86470985],[inf],[-21.86470985]
sim_NM_na_babble_oc02_h17_4,A filing case is now hard to buy.,broke a new shoe laces for that day.,1.0,0.7878787878787878,[-23.79673781],[inf],[-23.79673781]
sim_NM_amp_babble_oc06_h16_8,We tried to replace the coin but failed.,we tried to replace the Klein but failed.,0.25,0.1,[-25.25236548],[inf],[-25.25236548]
sim_NM_amp_babble_pd04_h15_7,The tree top waved in a graceful way.,treetop waves from a graceful way.,0.625,0.2702702702702703,[-22.08956767],[inf],[-22.08956767]
sim_NM_na_babble_oc08_h14_9,We frown when events take a bad turn.,three from when you turn.,0.75,0.6216216216216216,[-27.09215049],[inf],[-27.09215049]
sim_NM_na_babble_oc09_h14_5,The glow deepened in the eyes of the sweet girl.,nine.,1.0,0.8958333333333334,[-21.97741577],[inf],[-21.97741577]
sim_NM_na_babble_pd08_h14_2,He said the same phrase thirty times.,the small three nine.,0.8571428571428571,0.5945945945945946,[-25.97561667],[inf],[-25.97561667]
sim_NM_amp_babble_pd15_h15_3,A salt pickle tastes fine with ham.,they sell pickle tastes fine with ham.,0.2857142857142857,0.17142857142857143,[-27.40373316],[inf],[-27.40373316]
sim_NM_amp_babble_pd15_h15_7,The tree top waved in a graceful way.,treetop waved in a graceful way.,0.375,0.13513513513513514,[-23.71425771],[inf],[-23.71425771]
sim_NM_amp_babble_pd01_h18_10_r,Add the store’s account to the last cent.,and the stores account.,0.875,0.4878048780487805,[-29.49527704],[inf],[-29.49527704]
sim_NM_na_babble_pd06_h16_1,The empty flask stood on the tin tray.,and the stores account.,0.875,0.7368421052631579,[-23.75606115],[inf],[-23.75606115]
sim_NM_amp_babble_pd11_h15_10,The cigar burned a hole in the desk top.,to get burned a hole the size desktop.,0.5555555555555556,0.35,[-24.47505922],[inf],[-24.47505922]
sim_NM_na_babble_oc11_h15_1,The young kid jumped the rusty gate.,young kids from.,0.8571428571428571,0.6666666666666666,[-23.56585394],[inf],[-23.56585394]
sim_NM_na_babble_pd15_h15_6,Pure bred poodles have curls.,young kids from.,1.0,0.7931034482758621,[-24.63686017],[inf],[-24.63686017]
sim_NM_na_babble_pd16_h2_3,The source of the huge river is the clear spring.,source of river.,0.8,0.673469387755102,[-30.78139834],[inf],[-30.78139834]
sim_NM_amp_babble_oc07_h12_1,The bark of the pine tree was shiny and dark.,the back of the pine tree was shiny and dark.,0.2,0.044444444444444446,[-21.42587038],[inf],[-21.42587038]
sim_NM_amp_babble_oc16_h2_3,The source of the huge river is the clear spring.,the source of the huge river is a clear spring.,0.2,0.08163265306122448,[-25.49917382],[inf],[-25.49917382]
sim_NM_na_babble_oc02_h17_1,The jacket hung on the back of the wide chair.,the ticket from understand why.,0.9,0.6521739130434783,[-21.32208246],[inf],[-21.32208246]
sim_NM_amp_babble_pd16_h2_1,The boy was there when the sun rose.,the boy was there when the sun world.,0.25,0.1388888888888889,[-20.87200868],[inf],[-20.87200868]
sim_NM_na_babble_oc02_h17_9,A rag will soak up spilled water.,the skills.,1.0,0.7878787878787878,[-23.08544992],[inf],[-23.08544992]
sim_NM_na_babble_pd16_h2_6,A pot of tea helps to pass the evening.,hot to help.,0.8888888888888888,0.7435897435897436,[-24.08532808],[inf],[-24.08532808]
sim_NM_na_babble_oc04_h15_2,Guess the result from the first scores.,yes the results from the first.,0.5714285714285714,0.28205128205128205,[-24.57204353],[inf],[-24.57204353]
sim_NM_na_babble_pd12_h10_5,The play seems dull and quite stupid.,please wait.,1.0,0.7567567567567568,[-24.31127318],[inf],[-24.31127318]
sim_NM_amp_babble_oc05_h2_3,The source of the huge river is the clear spring.,the source of the huge river is a clear spring.,0.2,0.08163265306122448,[-17.37017762],[inf],[-17.37017762]
sim_NM_amp_babble_oc08_h14_2,He said the same phrase thirty times.,he said the same phrase thirty time.,0.2857142857142857,0.05405405405405406,[-24.42993536],[inf],[-24.42993536]
sim_NM_amp_babble_pd11_h15_4,The just claim got the right verdict.,just claim got three correct.,0.5714285714285714,0.3783783783783784,[-24.24953383],[inf],[-24.24953383]
sim_NM_na_babble_oc11_h15_10,The cigar burned a hole in the desk top.,R. burn.,1.0,0.85,[-28.55644622],[inf],[-28.55644622]
sim_NM_na_babble_oc04_h15_1,The young kid jumped the rusty gate.,the young is too young.,0.8571428571428571,0.5833333333333334,[-26.72040835],[inf],[-26.72040835]
sim_NM_amp_babble_pd15_h15_2,Guess the result from the first scores.,I guess the result from the first course.,0.42857142857142855,0.1794871794871795,[-27.6522964],[inf],[-27.6522964]
sim_NM_amp_babble_oc04_h15_6,Pure bred poodles have curls.,your brand Google's have curls.,0.6,0.27586206896551724,[-27.1766872],[inf],[-27.1766872]
sim_NM_na_babble_pd11_h15_9,Mud was spattered on the front of his white shirt.,what is the error.,0.9,0.74,[-22.10504196],[inf],[-22.10504196]
sim_NM_amp_babble_pd16_h2_6,A pot of tea helps to pass the evening.,a pot of tea helps to pass the evening.,0.1111111111111111,0.02564102564102564,[-26.83947149],[inf],[-26.83947149]
sim_NM_amp_babble_oc06_h16_9,She sewed the torn coat quite neatly.,she sold the torn coat quite neatly.,0.2857142857142857,0.10810810810810811,[-21.59871015],[inf],[-21.59871015]
sim_NM_na_babble_oc05_h2_10,The girl at the booth sold fifty bonds.,she sold the torn coat quite neatly.,0.875,0.6153846153846154,[-26.74563543],[inf],[-26.74563543]
sim_NM_na_babble_oc16_h2_3,The source of the huge river is the clear spring.,she sold the torn coat quite neatly.,0.9,0.6326530612244898,[-25.98392901],[inf],[-25.98392901]
sim_NM_amp_babble_pd08_h14_5,The glow deepened in the eyes of the sweet girl.,the quotes be printed in the eyes of the sweet girl.,0.4,0.22916666666666666,[-25.87138382],[inf],[-25.87138382]
sim_NM_na_babble_pd14_h18_5,Torn scraps littered the stone floor.,the quotes be printed in the eyes of the sweet girl.,1.6666666666666667,0.972972972972973,[-25.6668241],[inf],[-25.6668241]
sim_NM_na_babble_oc09_h14_9,We frown when events take a bad turn.,please frown when events.,0.75,0.5675675675675675,[-24.23700566],[inf],[-24.23700566]
sim_NM_amp_babble_oc09_h14_2,He said the same phrase thirty times.,he said the same phrase thirty times.,0.14285714285714285,0.02702702702702703,[-18.7220818],[inf],[-18.7220818]
sim_NM_amp_babble_pd01_h18_7,The doctor cured him with these pills.,tax return.,1.0,0.8421052631578947,[-18.67357914],[inf],[-18.67357914]
sim_NM_amp_babble_pd05_h2_9,The salt breeze came across from the sea.,Properties came across the sea.,0.5,0.43902439024390244,[-25.22458302],[inf],[-25.22458302]
sim_NM_amp_babble_pd11_h15_3,A salt pickle tastes fine with ham.,so pickle please find with with them.,0.8571428571428571,0.5142857142857142,[-25.51506548],[inf],[-25.51506548]
sim_NM_amp_babble_pd15_h15_4,The just claim got the right verdict.,just claim gotten right verdict.,0.42857142857142855,0.1891891891891892,[-23.2736799],[inf],[-23.2736799]
sim_NM_amp_babble_pd06_h16_6,The pencils have all been used.,the presence of all the new.,0.8333333333333334,0.5483870967741935,[-28.26147385],[inf],[-28.26147385]
sim_NM_na_babble_oc05_h2_5,Help the woman get back to her feet.,hello we get back.,0.875,0.6111111111111112,[-23.58208245],[inf],[-23.58208245]
sim_NM_na_babble_oc11_h15_8,The spot on the blotter was made by green ink.,hello we get back.,1.0,0.7391304347826086,[-27.84896111],[inf],[-27.84896111]
sim_NM_na_babble_pd05_h2_6,A pot of tea helps to pass the evening.,%HESITATION.,1.0,0.9743589743589743,[-26.2216297],[inf],[-26.2216297]
sim_NM_amp_babble_pd14_h18_1,Steam hissed from the broken valve.,steam header from the broken valve.,0.3333333333333333,0.14285714285714285,[-24.07593346],[inf],[-24.07593346]
sim_NM_na_babble_pd09_h14_1,A cramp is no small danger on a swim.,cramped.,1.0,0.8108108108108109,[-23.04911906],[inf],[-23.04911906]
sim_NM_amp_babble_oc11_h15_5,Those thistles bend in a high wind.,those vessels Brandon I went.,1.0,0.5428571428571428,[-23.25933284],[inf],[-23.25933284]
sim_NM_amp_babble_oc02_h17_7,The office paint was a dull sad tan.,the office pain was told.,0.75,0.3888888888888889,[-21.13522182],[inf],[-21.13522182]
sim_NM_amp_babble_oc08_h14_4,Two plus seven is less than ten.,two plus seven its less than ten.,0.2857142857142857,0.0625,[-21.60248526],[inf],[-21.60248526]
sim_NM_amp_babble_pd01_h18_4,The sky that morning was clear and bright blue.,sky that morning was clear and bright blue.,0.1111111111111111,0.0851063829787234,[-25.58522085],[inf],[-25.58522085]
sim_NM_na_babble_oc06_h16_3,He broke a new shoelace that day.,throw a new ceiling.,0.7142857142857143,0.6363636363636364,[-25.19921092],[inf],[-25.19921092]
sim_NM_na_babble_pd08_h14_1,A cramp is no small danger on a swim.,throw a new ceiling.,1.0,0.7837837837837838,[-27.10125051],[inf],[-27.10125051]
sim_NM_na_babble_oc07_h12_1,The bark of the pine tree was shiny and dark.,nine three nine.,1.0,0.7555555555555555,[-24.00212033],[inf],[-24.00212033]
sim_NM_amp_babble_pd08_h14_3,Pluck the bright rose without leaves.,plus right Rose without leave.,0.8333333333333334,0.2702702702702703,[-26.92528574],[inf],[-26.92528574]
sim_NM_na_babble_pd09_h14_7,Write a fond note to the friend you cherish.,right upon.,1.0,0.8636363636363636,[-25.30393216],[inf],[-25.30393216]
sim_NM_amp_babble_oc17_h12_3,The pennant waved when the wind blew.,cannot wait to win the windows.,0.8571428571428571,0.5405405405405406,[-27.37369782],[inf],[-27.37369782]
sim_NM_na_babble_pd05_h2_7,Smoky fires lack flame and heat.,cannot wait to win the windows.,1.0,0.84375,[-26.35201972],[inf],[-26.35201972]
sim_NM_amp_babble_pd08_h14_4,Two plus seven is less than ten.,two plus seven is less than ten.,0.14285714285714285,0.03125,[-28.92570462],[inf],[-28.92570462]
sim_NM_amp_babble_pd05_h2_3,The source of the huge river is the clear spring.,source of the who's river is a clear spring.,0.3,0.22448979591836735,[-24.20619175],[inf],[-24.20619175]
sim_NM_na_babble_pd06_h16_2,A speedy man can beat this track mark.,source of the who's river is a clear spring.,1.125,0.9210526315789473,[-25.60611214],[inf],[-25.60611214]
sim_NM_amp_babble_oc05_h2_9,The salt breeze came across from the sea.,the salt breeze came from across the C..,0.5,0.2926829268292683,[-18.18886372],[inf],[-18.18886372]
sim_NM_na_babble_oc08_h14_2,He said the same phrase thirty times.,for the same screen thirty nine.,0.5714285714285714,0.40540540540540543,[-22.34377449],[inf],[-22.34377449]
sim_NM_na_babble_pd11_h15_8,The spot on the blotter was made by green ink.,for the same screen thirty nine.,0.9,0.6956521739130435,[-21.68698911],[inf],[-21.68698911]
sim_NM_amp_babble_pd16_h2_8,The soft cushion broke the man's fall.,the soft cushion broke the man's fall.,0.14285714285714285,0.02631578947368421,[-25.74303184],[inf],[-25.74303184]
sim_NM_na_babble_oc16_h2_4,Kick the ball straight and follow through.,three.,1.0,0.9047619047619048,[-24.87538894],[inf],[-24.87538894]
sim_NM_na_babble_pd04_h15_4,The just claim got the right verdict.,right.,1.0,0.8378378378378378,[-24.78567815],[inf],[-24.78567815]
sim_NM_amp_babble_oc04_h15_5,Those thistles bend in a high wind.,those pistols band in a highway in.,0.7142857142857143,0.3142857142857143,[-21.70663141],[inf],[-21.70663141]
sim_NM_na_babble_pd05_h2_5,Help the woman get back to her feet.,those pistols band in a highway in.,1.0,0.8333333333333334,[-24.27558209],[inf],[-24.27558209]
sim_NM_amp_babble_oc07_h12_4,"Split the log with a quick, sharp blow.",split the log with a quick shower block.,0.5,0.20512820512820512,[-22.79730666],[inf],[-22.79730666]
sim_NM_na_babble_pd16_h2_4,Kick the ball straight and follow through.,great.,1.0,0.9047619047619048,[-25.60211627],[inf],[-25.60211627]
sim_NM_na_babble_pd05_h2_10,The girl at the booth sold fifty bonds.,great.,1.0,0.8717948717948718,[-26.52291483],[inf],[-26.52291483]
sim_NM_na_babble_pd06_h16_9,She sewed the torn coat quite neatly.,great.,1.0,0.8648648648648649,[-24.66292901],[inf],[-24.66292901]
sim_NM_na_babble_oc11_h15_7,The tree top waved in a graceful way.,please increase.,1.0,0.7567567567567568,[-26.25816542],[inf],[-26.25816542]
sim_NM_amp_babble_pd15_h15_8,The spot on the blotter was made by green ink.,the spot in the bladder was made by green Inc.,0.4,0.15217391304347827,[-29.27534851],[inf],[-29.27534851]
sim_NM_na_babble_oc06_h16_9,She sewed the torn coat quite neatly.,so.,1.0,0.918918918918919,[-19.48370535],[inf],[-19.48370535]
sim_NM_amp_babble_oc07_h12_5,Burn peat after the logs give out.,current P. after the logs because I.,0.5714285714285714,0.5,[-19.09562198],[inf],[-19.09562198]
sim_NM_na_babble_pd09_h14_8,Clothes and lodging are free to new men.,nine zero three.,1.0,0.725,[-26.67760435],[inf],[-26.67760435]
sim_NM_na_babble_pd04_h15_6,Pure bred poodles have curls.,nine zero three.,1.0,0.7586206896551724,[-24.7759761],[inf],[-24.7759761]
sim_NM_na_babble_pd08_h14_3,Pluck the bright rose without leaves.,great world.,1.0,0.8108108108108109,[-23.40564353],[inf],[-23.40564353]
sim_NM_na_babble_oc04_h15_10,The cigar burned a hole in the desk top.,R. for.,1.0,0.925,[-24.83757479],[inf],[-24.83757479]
sim_NM_amp_babble_oc08_h14_9,We frown when events take a bad turn.,we frown when events take a bad turn.,0.125,0.02702702702702703,[-27.51314629],[inf],[-27.51314629]
sim_NM_amp_babble_pd01_h18_1,Steam hissed from the broken valve.,steam has broken down.,0.8333333333333334,0.5428571428571428,[-27.07617008],[inf],[-27.07617008]
sim_NM_amp_babble_pd09_h14_6,Bring your problems to the wise chief.,bring your problems to the Weiss chief.,0.2857142857142857,0.10526315789473684,[-20.11385522],[inf],[-20.11385522]
sim_NM_na_babble_oc16_h2_1,The boy was there when the sun rose.,one zero.,1.0,0.8055555555555556,[-24.8917831],[inf],[-24.8917831]
sim_NM_na_babble_pd12_h10_1,The slush lay deep along the street.,three three three.,1.0,0.6944444444444444,[-25.98061125],[inf],[-25.98061125]
sim_NM_amp_babble_pd08_h14_1,A cramp is no small danger on a swim.,%HESITATION cramp is no small danger I'm twelve.,0.4444444444444444,0.5135135135135135,[-26.77490838],[inf],[-26.77490838]
sim_NM_na_babble_oc17_h12_3,The pennant waved when the wind blew.,please.,1.0,0.8918918918918919,[-23.23322158],[inf],[-23.23322158]
sim_NM_na_babble_oc05_h2_2,A rod is used to catch pink salmon.,Iran.,1.0,0.8857142857142857,[-23.97425387],[inf],[-23.97425387]
sim_NM_amp_babble_pd01_h18_2,The child almost hurt the small dog.,child almost heard.,0.7142857142857143,0.5,[-25.73439541],[inf],[-25.73439541]
sim_NM_na_babble_pd14_h18_10,Add the store’s account to the last cent.,doors account.,1.0,0.6829268292682927,[-27.24596152],[inf],[-27.24596152]
sim_NM_na_babble_oc16_h2_5,Help the woman get back to her feet.,doors account.,1.0,0.8055555555555556,[-25.62732062],[inf],[-25.62732062]
sim_NM_amp_babble_oc06_h16_7,The pirates seized the crew of the lost ship.,the pirates seized the crew of the last ship.,0.2222222222222222,0.044444444444444446,[-23.81120697],[inf],[-23.81120697]
sim_NM_na_babble_pd06_h16_7,The pirates seized the crew of the lost ship.,the pirates seized the crew of the last ship.,0.2222222222222222,0.044444444444444446,[-26.31292662],[inf],[-26.31292662]
sim_NM_na_babble_oc02_h17_10,A shower of dirt fell from the hot pipes.,read.,1.0,0.926829268292683,[-24.3988211],[inf],[-24.3988211]
sim_NM_na_babble_pd04_h15_9,Mud was spattered on the front of his white shirt.,read.,1.0,0.94,[-22.1222396],[inf],[-22.1222396]
sim_NM_amp_babble_pd08_h14_2,He said the same phrase thirty times.,he said the small freeze thirty times.,0.42857142857142855,0.24324324324324326,[-32.1858055],[inf],[-32.1858055]
sim_NM_na_babble_pd16_h2_8,The soft cushion broke the man's fall.,he said the small freeze thirty times.,1.0,0.7368421052631579,[-25.75892263],[inf],[-25.75892263]
sim_NM_amp_babble_oc09_h14_7,Write a fond note to the friend you cherish.,right a Phan note to the friend you cherish.,0.2222222222222222,0.18181818181818182,[-29.69459185],[inf],[-29.69459185]
sim_NM_amp_babble_oc11_h15_1,The young kid jumped the rusty gate.,young kid jumped the rusty gate.,0.14285714285714285,0.1111111111111111,[-29.93772407],[inf],[-29.93772407]
sim_NM_na_babble_oc17_h12_8,Hemp is a weed found in parts of the tropics.,young kid jumped the rusty gate.,1.0,0.7777777777777778,[-25.6643809],[inf],[-25.6643809]
sim_NM_amp_babble_pd12_h10_2,A wisp of cloud hung in the blue air.,list of cloud hung in the blue error.,0.3333333333333333,0.21621621621621623,[-25.68628635],[inf],[-25.68628635]
sim_NM_na_babble_oc09_h14_2,He said the same phrase thirty times.,that's the thing free time.,0.8571428571428571,0.6216216216216216,[-21.1420764],[inf],[-21.1420764]
sim_NM_amp_babble_pd08_h14_10,Port is a strong wine with a smoky taste.,port is a strong wind with the smoky K..,0.4444444444444444,0.24390243902439024,[-28.53606938],[inf],[-28.53606938]
sim_NM_amp_babble_pd09_h14_2,He said the same phrase thirty times.,he said the same phrase thirty turn.,0.2857142857142857,0.13513513513513514,[-25.47212499],[inf],[-25.47212499]
sim_NM_amp_babble_oc05_h2_4,Kick the ball straight and follow through.,kicked the ball straight and follow through.,0.14285714285714285,0.07142857142857142,[-28.19656857],[inf],[-28.19656857]
sim_NM_na_babble_oc05_h2_3,The source of the huge river is the clear spring.,return.,1.0,0.8571428571428571,[-19.46619155],[inf],[-19.46619155]
sim_NM_na_babble_pd12_h10_6,Bail the boat to stop it from sinking.,return.,1.0,0.868421052631579,[-24.67249832],[inf],[-24.67249832]
sim_NM_na_babble_pd09_h14_6,Bring your problems to the wise chief.,for your problem.,0.8571428571428571,0.631578947368421,[-24.57356545],[inf],[-24.57356545]
sim_NM_amp_babble_pd04_h15_9,Mud was spattered on the front of his white shirt.,model spirit on the front of the suede sure.,0.6,0.44,[-26.57960774],[inf],[-26.57960774]
sim_NM_na_babble_oc11_h15_5,Those thistles bend in a high wind.,this will depend on a high wind.,0.5714285714285714,0.34285714285714286,[-23.0570335],[inf],[-23.0570335]
sim_NM_amp_babble_oc16_h2_7,Smoky fires lack flame and heat.,smoky fires lack flame and heat.,0.16666666666666666,0.03125,[-29.47574214],[inf],[-29.47574214]
sim_NM_na_babble_pd16_h2_2,A rod is used to catch pink salmon.,Roger.,1.0,0.9142857142857143,[-21.9354258],[inf],[-21.9354258]
sim_NM_amp_babble_pd05_h2_7,Smoky fires lack flame and heat.,so he fires going for him and he.,1.0,0.5625,[-27.28831477],[inf],[-27.28831477]
sim_NM_na_babble_oc04_h15_5,Those thistles bend in a high wind.,so he fires going for him and he.,1.1428571428571428,0.6857142857142857,[-24.0084873],[inf],[-24.0084873]
sim_NM_na_babble_oc16_h2_6,A pot of tea helps to pass the evening.,so he fires going for him and he.,1.0,0.7435897435897436,[-26.2183764],[inf],[-26.2183764]
sim_NM_amp_babble_oc05_h2_8,The soft cushion broke the man's fall.,wish the soft cushion broke the man's fall.,0.2857142857142857,0.15789473684210525,[-23.28710512],[inf],[-23.28710512]
sim_NM_na_babble_pd14_h18_6,Sunday is the best part of the week.,wish the soft cushion broke the man's fall.,0.875,0.8888888888888888,[-23.41086524],[inf],[-23.41086524]
sim_NM_amp_babble_pd14_h18_8,The new girl was fired today at noon.,the new girl was fired today at noon.,0.125,0.02702702702702703,[-23.78134784],[inf],[-23.78134784]
sim_NM_na_babble_pd12_h10_8,A Tusk is used to make costly gifts.,thank you.,1.0,0.8611111111111112,[-22.88386006],[inf],[-22.88386006]
sim_NM_na_babble_pd15_h15_8,The spot on the blotter was made by green ink.,thank you.,1.0,0.8695652173913043,[-26.07043352],[inf],[-26.07043352]
sim_NM_amp_babble_oc07_h12_10,We find joy in the simplest things.,we find joy in the simplest thing.,0.2857142857142857,0.05714285714285714,[-21.75405054],[inf],[-21.75405054]
sim_NM_na_babble_pd09_h14_2,He said the same phrase thirty times.,set the same three three nine.,0.7142857142857143,0.40540540540540543,[-23.33191043],[inf],[-23.33191043]
sim_NM_na_babble_pd04_h15_2,Guess the result from the first scores.,set the same three three nine.,0.8571428571428571,0.6153846153846154,[-24.95773624],[inf],[-24.95773624]
sim_NM_amp_babble_oc09_h14_6,Bring your problems to the wise chief.,bring your problems to the Weiss chief.,0.2857142857142857,0.10526315789473684,[-25.99419033],[inf],[-25.99419033]
sim_NM_na_babble_pd09_h14_5,The glow deepened in the eyes of the sweet girl.,the.,1.0,0.9166666666666666,[-22.45935548],[inf],[-22.45935548]
sim_NM_amp_babble_pd09_h14_10,Port is a strong wine with a smoky taste.,Porter is a strong winds with smoking eight.,0.5555555555555556,0.34146341463414637,[-25.54477615],[inf],[-25.54477615]
sim_NM_amp_babble_pd01_h18_6,Sunday is the best part of the week.,Sunday service part of the week.,0.375,0.25,[-24.33754197],[inf],[-24.33754197]
sim_NM_amp_babble_oc09_h14_10,Port is a strong wine with a smoky taste.,part is a strong wind with the Smokey taste.,0.4444444444444444,0.1951219512195122,[-24.53450378],[inf],[-24.53450378]
sim_NM_amp_babble_oc09_h14_3,Pluck the bright rose without leaves.,**** the brake rotors without leave.,0.6666666666666666,0.3783783783783784,[-28.74114655],[inf],[-28.74114655]
sim_NM_na_babble_pd01_h18_2,The child almost hurt the small dog.,**** the brake rotors without leave.,1.0,0.8333333333333334,[-26.61485161],[inf],[-26.61485161]
sim_NM_na_babble_pd11_h15_7,The tree top waved in a graceful way.,**** the brake rotors without leave.,1.0,0.8108108108108109,[-25.95133277],[inf],[-25.95133277]
sim_NM_na_babble_oc06_h16_5,The urge to write short stories is rare.,two four eight short story.,0.875,0.625,[-23.26451787],[inf],[-23.26451787]
sim_NM_na_babble_pd08_h14_5,The glow deepened in the eyes of the sweet girl.,two four eight short story.,1.0,0.7083333333333334,[-27.87575965],[inf],[-27.87575965]
sim_NM_na_babble_pd09_h14_4,Two plus seven is less than ten.,two.,1.0,0.90625,[-24.26904201],[inf],[-24.26904201]
sim_NM_amp_babble_oc17_h12_1,The bark of the pine tree was shiny and dark.,Parker the pine tree was shiny dark.,0.4,0.26666666666666666,[-24.7317923],[inf],[-24.7317923]
sim_NM_na_babble_pd06_h16_10,The sofa cushion is red and of light weight.,zero.,1.0,0.9090909090909091,[-24.80160077],[inf],[-24.80160077]
sim_NM_na_babble_oc02_h17_7,The office paint was a dull sad tan.,fifteen.,1.0,0.8611111111111112,[-22.5968285],[inf],[-22.5968285]
sim_NM_na_babble_pd11_h15_10,The cigar burned a hole in the desk top.,fifteen.,1.0,0.875,[-20.99658748],[inf],[-20.99658748]
sim_NM_amp_babble_oc11_h15_4,The just claim got the right verdict.,adjust claim got the right product.,0.42857142857142855,0.21621621621621623,[-25.9387567],[inf],[-25.9387567]
sim_NM_na_babble_pd09_h14_9,We frown when events take a bad turn.,run one.,1.0,0.8378378378378378,[-24.41060898],[inf],[-24.41060898]
sim_NM_amp_babble_pd01_h18_8,The new girl was fired today at noon.,a new girl expired today and no one.,0.75,0.32432432432432434,[-24.17549843],[inf],[-24.17549843]
sim_NM_na_babble_oc17_h12_1,The bark of the pine tree was shiny and dark.,three.,1.0,0.8666666666666667,[-25.38049407],[inf],[-25.38049407]
sim_NM_amp_babble_pd04_h15_1,The young kid jumped the rusty gate.,the young kid jumped the rusty J..,0.2857142857142857,0.1388888888888889,[-24.9690168],[inf],[-24.9690168]
sim_NM_na_babble_pd05_h2_1,The boy was there when the sun rose.,zero.,1.0,0.8888888888888888,[-26.29213179],[inf],[-26.29213179]
sim_NM_amp_babble_pd08_h14_7,Write a fond note to the friend you cherish.,right a file nodes to the friend to cherish.,0.4444444444444444,0.25,[-26.06371221],[inf],[-26.06371221]
sim_NM_amp_babble_pd05_h2_8,The soft cushion broke the man's fall.,so could have recommends file.,1.0,0.6578947368421053,[-26.97236335],[inf],[-26.97236335]
sim_NM_amp_babble_pd01_h18_9,They felt gay when the ship arrived in port.,tell K. when they ship arrives ord.,0.7777777777777778,0.38636363636363635,[-24.19023079],[inf],[-24.19023079]
sim_NM_na_babble_pd05_h2_8,The soft cushion broke the man's fall.,and then %HESITATION.,1.0,0.8421052631578947,[-24.14045176],[inf],[-24.14045176]
sim_NM_na_babble_pd14_h18_4,The sky that morning was clear and bright blue.,nine.,1.0,0.8936170212765957,[-27.27663953],[inf],[-27.27663953]
sim_NM_na_babble_pd09_h14_10,Port is a strong wine with a smoky taste.,word is a strong one.,0.6666666666666666,0.5609756097560976,[-25.80787063],[inf],[-25.80787063]
sim_NM_na_babble_pd01_h18_3,There was a sound of dry leaves outside.,word is a strong one.,0.875,0.7,[-23.86328382],[inf],[-23.86328382]
sim_NM_na_babble_oc17_h12_2,Leaves turn brown and yellow in the fall.,zero.,1.0,0.9024390243902439,[-23.00027735],[inf],[-23.00027735]
sim_NM_amp_babble_oc16_h2_10,The girl at the booth sold fifty bonds.,the girl at the booth sold fifty bonds.,0.125,0.02564102564102564,[-30.5450134],[inf],[-30.5450134]
sim_NM_na_babble_oc17_h12_4,"Split the log with a quick, sharp blow.",sure.,1.0,0.9230769230769231,[-27.10203265],[inf],[-27.10203265]
sim_NM_amp_babble_oc08_h14_10,Port is a strong wine with a smoky taste.,port is a strong line with us so we take.,0.6666666666666666,0.24390243902439024,[-23.66886425],[inf],[-23.66886425]
sim_NM_na_babble_oc09_h14_4,Two plus seven is less than ten.,two seven.,1.0,0.71875,[-21.55472064],[inf],[-21.55472064]
sim_NM_na_babble_oc05_h2_8,The soft cushion broke the man's fall.,question zero finance.,1.0,0.6842105263157895,[-22.52956478],[inf],[-22.52956478]
sim_NM_amp_babble_oc06_h16_4,The coffee stand is too high for the couch.,the coffee stand is too high for the couch.,0.1111111111111111,0.023255813953488372,[-23.05994522],[inf],[-23.05994522]
sim_NM_amp_babble_pd11_h15_7,The tree top waved in a graceful way.,the treetop waive the grease away.,1.0,0.3783783783783784,[-33.60877462],[inf],[-33.60877462]
sim_NM_amp_babble_oc04_h15_10,The cigar burned a hole in the desk top.,the cigar burned a hole in the desktop.,0.3333333333333333,0.05,[-26.02019067],[inf],[-26.02019067]
sim_NM_amp_babble_pd06_h16_5,The urge to write short stories is rare.,the urge to write short stories.,0.5,0.225,[-15.92010193],[inf],[-15.92010193]
sim_NM_amp_babble_oc07_h12_3,The pennant waved when the wind blew.,dependent please when the wind blew.,0.42857142857142855,0.2702702702702703,[-23.80360717],[inf],[-23.80360717]
sim_NM_amp_babble_pd05_h2_5,Help the woman get back to her feet.,home and get back to her feet.,0.375,0.3055555555555556,[-18.91160699],[inf],[-18.91160699]
sim_NM_amp_babble_pd08_h14_9,We frown when events take a bad turn.,we found when your friends takes a bad turn.,0.625,0.3783783783783784,[-28.05924374],[inf],[-28.05924374]
sim_NM_amp_babble_pd12_h10_6,Bail the boat to stop it from sinking.,failed opposed to stop it from sinking.,0.375,0.2631578947368421,[-25.62643855],[inf],[-25.62643855]
sim_NM_amp_babble_oc02_h17_1,The jacket hung on the back of the wide chair.,the jacket hung on the back of the white Cher.,0.3,0.13043478260869565,[-27.46378169],[inf],[-27.46378169]
sim_NM_amp_babble_pd05_h2_4,Kick the ball straight and follow through.,wall street and follow through.,0.5714285714285714,0.3333333333333333,[-32.01989826],[inf],[-32.01989826]
sim_NM_na_babble_oc04_h15_4,The just claim got the right verdict.,the judge claim right.,0.8571428571428571,0.5405405405405406,[-25.42918723],[inf],[-25.42918723]
sim_NM_na_babble_oc11_h15_9,Mud was spattered on the front of his white shirt.,what was.,1.0,0.86,[-24.64286178],[inf],[-24.64286178]
sim_NM_amp_babble_oc11_h15_10,The cigar burned a hole in the desk top.,Scarborough and a hole in the desktop.,0.5555555555555556,0.375,[-27.74653307],[inf],[-27.74653307]
